,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
795,15908,,Canhão,"Canhão com culatra sistema Armstrong, com dois furos para fixação de fecho, localizados próximos ao ouvido. No primeiro reforço, as números de peso ""29-9-11"" e duas setas. No segundo reforço, o brasão ""GR3"" e o número ""13"". No munhão esquerdo, a inscrição ""WCo"".",,Samuel Walker & Co.,ferro,Inglaterra,[1775-1792],01 Caça e Guerra > 01.2 Arma,Regular,,60,255.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
796,15907,,Canhão,"Culatra decorada com gomos e pontos. Na faixa alta da culatra, a inscrição ""MICHAEL BVRGUEHVYS ME F 1629"". Ouvido com grão de ferro e sinais de ter sido ladeado por dois suportes para pranchada. No primeiro reforço, a inscrição ""MIDDLEBURCH"" e o brasão da Companhia das Índias Ocidentais Holandesa (Letras ""GWC"").",,Michael Burgerhuys,bronze,Holanda,1629,01 Caça e Guerra > 01.2 Arma,Regular,,62,319.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
797,15906,,Canhão,"Culatra plana, com cascavel pisciforme servindo de anel do vergueiro e inscrições ""34+3+8+ gravadas com caracteres modernos. No liso do ouvido, a inscrição ""36+__+04"" e sinais de ter tido duas saliências para colocação de pranchada. No primeiro reforço, a inscrição ""SENDO TINENTE GL RVI COREA LVCAS MATHIAS ESCARTIM ME FES LXA 1653"" e ""DOM IOAO IIII REY DE PORTVGAL"" e brasão português. Com golfinhos pisciformes.",,Lucas Matias Escartim,bronze,Portugal,1653,01 Caça e Guerra > 01.2 Arma,Regular,,60,305.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
798,15905,,Canhão,"Com a culatra cortada, expondo a alma. No primeiro reforço, as inscrições ""DON DYEGO MEXYA CAPYTAN GENERAL DE LA ARTYLLERYA DE ESPANA DE 1621"" E ""DON PHELIPPE III REY DE ESPANHA"" sobre uma coroa. Golfinhos quebrados e ausentes, bocal desgastado.",,[Diego Mexia],bronze,Espanha,1621,01 Caça e Guerra > 01.2 Arma,Regular,,48,213.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
799,15904,,Canhão,"Culatra plana, com cascavel pisciforme, servindo de anel do vergueiro. Na faixa alta da culatra, as seguintes inscrições: ""32 Q 6 LS"" e a letra ""S"". Ouvido com inserção de ferro e indícios de ter tido duas saliências laterais para colocação de uma pranchada. No primeiro reforço a inscrição: ""D. PEDRO PACHECO MARQS DE CASTRO FVERTE DEL CONSEIO DE GVERA CAPITAN GL DE LA ARTILA"" e ""DON PHELIPPE 4 REY DE SPANA"", brasão Habsburgo com o brasão português inserido. No segundo reforço, golfinhos pisciformes e marca de impacto de bala.",,"[Pedro Pacheco, Marquês de Castro Fuerte]",bronze,Espanha,[1621-1666],01 Caça e Guerra > 01.2 Arma,Regular,,58,305.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
800,15903,,Obuseiro,"Culatra de canhão de 155 mm retrocarga, com munhões. Tubo dividido em três seções aparafusadas. Reparo de rodízio com mecanismo que eleva o tubo na horizontal, sem dar-lhe uma inclinação. Local para colocação de escudo.",,A. Grandona Cani & Cia. | Mecanica Gia Miani Silvestria & Cia.,aço,Itália,1916-1918,01 Caça e Guerra > 01.2 Arma,Regular,,400,440.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
801,15902,,Morteiro,"Morteiro de ferro fundido, usando um cano de esgoto na parte superior e um cilindro de acetileno na parte inferior para formar o tubo da arma. Reparo feito com uma armação de barras de ferro retangulares e reforçado com molas.",[Emilio],Pacifico Crosara - Oficinas Crosara,ferro,Brasil - Minas Gerais,1930,01 Caça e Guerra > 01.2 Arma,Regular,,98,196.5,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
802,15901,,Canhão,"Cascavel com marca de colocação de peça de centragem em torno giratório, culatra com as inscrições ""25-3-17"". Faixa alta da culatra com a inscrição em incavo: ""O SARG MOR BARTOLOMEU DA COSTA EM LX 1765"". No primeiro reforço, a inscrição em relevo ""MEL GOMES DE CARVO E SVA THENE GNAL DA ARTRA DO RNO"". Brasão português com o nome ""JOSEPHUS I"". No segundo reforço, golfinhos pisciformes e no munhão direito a inscrição ""Nº 11"".",,Arsenal De Lisboa,bronze,Portugal,1765,01 Caça e Guerra > 01.2 Arma,Regular,,65,261.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
803,15900,,Colubrina,"Cascavel em forma de cabeça de guerreiro com capacete e armadura nos ombros. Na culatra, a inscrição: ""CA 19 Rl 56"". Na faixa alta da culatra, a inscrição: ""IACOBVS ROCCA FECIT GENVA 1714"". Com brasão português no primeiro reforço inserido em um troféu de armas e com figura mitológica (Deus do vento?) na parte superior. Inscrito no munhão direito o número ""15"". Golfinhos pisciformes. A peça não tem segundo reforço.",,Giacomo Rocca,bronze,Itália,1714,01 Caça e Guerra > 01.2 Arma,Regular,,42,281.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
804,15899,,Canhão,"Culatra com os números de peso ""25-2-11"". Faixa alta da culatra com a inscrição ""LXA ARCENAL REAL DO EXERCITO 1797"". No primeiro reforço, o brasão português, o nome ""MARIA I"" e as letras ""L3"". Golfinhos estilizados em forma de onda. No munhão direito o número ""4"".",,Arsenal De Lisboa,bronze,Portugal,1797,01 Caça e Guerra > 01.2 Arma,Regular,,64,263.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
805,15898,,Canhão,"Culatra com quatro furos para colocação de alça de mira. Faixa alta da culatra com as inscrições ""YTO CABACORRI MONTO 1853"". Primeiro reforço com local para colocação de fecho e o número ""10"" gravado. Munhões com reforço e golfinhos geométricos. No liso da bolada, um listel com o nome ""PRESIDENTE LOPEZ"".",Presidente Lopez,[Yto Cabacorri Monta.],bronze,Paraguai,1853,01 Caça e Guerra > 01.2 Arma,Regular,,46,192.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
806,15897,,Obuseiro,"Cascavel com local para colocação de parafuso de elevação. Culatra com a inscrição: ""11-3-14"". Faixa alta da culatra com a inscrição: ""R GILPIN FECIT 1766"" e ""W WHITTINGTON"". Munhões pisciformes. No liso da bolada, aparece o brasão do Marquês de Pombal, composto de quatro luas circulando uma estrela.",,Richard Gilpin,bronze,Inglaterra,1766,01 Caça e Guerra > 01.2 Arma,Regular,,42,170.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
807,15896,,Canhão,"Cascavel com local para parafuso elevatório e o número ""6"". Culatra com local para alça de mira e os números ""6-0-25"". No primeiro reforço, o brasão do Reino Unido de Portugal, Brasil e Algarves e a inscrição: ""IOANNES VI"". Na moldura do primeiro reforço, a inscrição em incavo: ""H. R. KINMAN 1818"". No segundo reforço, gravado de forma rústica, há uma coroa encimando a letra ""P"". No munhão direito, a inscrição ""C6 Inglez"". Gravado no liso da bolada a letra ""A"".",,H.R. Kinman,bronze,Grã-Bretanha,1818,01 Caça e Guerra > 01.2 Arma,Regular,,37,166.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
808,15895,,Canhão,"Cascavel pisciforme, servindo de anel do vergueiro, faixa alta da culatra com a inscrição: ""SEVILHA ANO 1679"". No primeiro reforço, as letras ""6 Qs 55 L"" (seis quintais e 55 libras) mais um dístico com a inscrição: ""DON CARLOS II REY DE SPANA"" com a medalha do Tosão de Ouro sob uma coroa. No segundo reforço, uma capa de bronze de cor e textura diferentes, com munhões colocados no centro da alma da peça. No liso do bocal, o número ""3"", bocal modificado por ação de um torno giratório, que lhe deu uma forma próxima a de uma canhão do século XIX. Raiado.",,,bronze,Espanha,1679,01 Caça e Guerra > 01.2 Arma,Regular,,49,166.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
809,15894,,Canhão,"Cascavel com local para parafuso de elevação, culatra com os números de peso ""7-1-16"". Faixa alta da culatra com a inscrição: ""LXA ARCENAL REAL DO EXERCITO 1783"". Ouvido com grão novo, sendo que o grão ainda apresenta a cabeça retangular, usada para aparafusá-lo no canal do ouvido. No primeiro reforço, letras ilegíveis e o brasão português, muito gasto. No segundo reforço, golfinhos pisciformes e munhões com reforço incipiente. No munhão direito, gravado ""No 136"".",,"Arsenal Real do Exército (Lisboa, Portugal)",bronze,Portugal,1783,01 Caça e Guerra > 01.2 Arma,Regular,,42,178.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
810,15893,,Colubrina,"Cascavel retirado. Na culatra, a inscrição ""CA 19 Rl 70"". Na faixa alta da culatra, a inscrição ""IACOBVS ROCCA FECIT GENVA 1714"". Com brasão português no primeiro reforço inserido em um troféu de armas e com figura mitológica (Deus do vento?) na parte superior. Inscrito no munhão esquerdo o número ""12"". Golfinhos pisciformes. A peça não tem segundo reforço.",,Giacomo Rocca,bronze,Itália,1714,01 Caça e Guerra > 01.2 Arma,Regular,,39,267.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
811,15892,,Obuseiro,"Cascavel com anel do vergueiro incorporado à parte superior, culatra com local para colocação de alça de mira, faixa alta da culatra com a inscrição: ""ARSENAL DE MARIN __________ TE INSPECTOR J MARQUES LISBOA"". Munhão direito com a inscrição ""P 5Q 1 @ 18 l C 12"", esquerdo com ""No 14 1858"".",,Arsenal de Marinha da Corte,bronze,Brasil - Rio de Janeiro,1858,01 Caça e Guerra > 01.2 Arma,Regular,,53,130.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
812,15891,,Canhão,"Culatra com os números ""4-3-06"". Faixa alta da culatra com a inscrição: ""O TENE CORONEL BARTOLOMEU DA COSTA EM LXA 1774"". No primeiro reforço, a inscrição em relevo muito gasto: ""MANOEL GOMES DE CAR _____________ ARTA DO REINO"" e o brasão português. Golfinhos pisciformes, descentrados em relação aos munhões. Número ""11"" gravado no munhão direito.",,MANOEL BARTOLOMEU DA COSTA,bronze,Portugal,1774,01 Caça e Guerra > 01.2 Arma,Regular,,36,153.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
813,15890,,Colubrina,"Cascavel em forma de cabeça de guerreiro com capacete e armadura nos ombros. Na culatra, a inscrição: ""CA 19 Rl 66"". Na faixa alta da culatra, a inscrição: ""IACOBVS ROCCA FECIT GENVA 1714"". Com brasão português, no primeiro reforço, inserido em um troféu de armas e com figura mitológica (Deus do vento?) na parte superior. Inscrito no munhão direito o número ""15"". Golfinhos pisciformes. A peça não tem segundo reforço.",,Giacomo Rocca,bronze,Itália,1714,01 Caça e Guerra > 01.2 Arma,Regular,,41,281.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
814,15889,,Canhão,"Cascavel com recesso na parte inferior para colocação de suporte de parafuso elevatório. Culatra com os números ""4-3-18"". Faixa alta da culatra, a inscrição: ""LXA ARCENAL REAL DO EXERCITO 1793"". Liso do fogão com local para colocação de fecho, ouvido com grão novo. No primeiro reforço, brasão português com o nome ""MARIA I"". Munhões com reforço incipiente e, no munhão direito, o nº ""177"". Golfinhos pisciformes.",,"Arsenal Real do Exército (Lisboa, Portugal)",bronze,Portugal,1793,01 Caça e Guerra > 01.2 Arma,Regular,,36,153.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
815,15888,,Canhão,"Inscrição na faixa alta da culatra: ""PAR FOIS DUPONT A ROCHEFORT 1793"". Com o ouvido totalmente erodido. Golfinhos de desenho geométrico. Munhões com reforço, sendo gravado no direito: ""PD 605"" e, no esquerdo, o número ""43"". No bocal, pequeno ponto de mira gravado em forma de gota.",,François Dupont,bronze,França,1793,01 Caça e Guerra > 01.2 Arma,Regular,,39,159.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
816,15887,,Canhão,"Cascavel em forma de pinha, ouvido com grão de ferro e sinais de ter sido ladeado por dois suportes de pranchada. No primeiro reforço, a inscrição: ""A DEVS PESO SEV FAVOR NAS BATALHAS QUE TIVER PERA SAIR VENSEDOR ANNO 1631 M. CLAWES VAM DAM"", e um escudo liso encimado por um elmo. No segundo reforço, as letras ""II"" (em caracteres modernos) e um furo que chega à alma do canhão, golfinhos quebrados. Munhões com 55 mm de diâmetro e 70 de comprimento.",,M. Clawes Van Dam,bronze,Holanda,1631,01 Caça e Guerra > 01.2 Arma,Regular,,32,175.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
817,15886,,Canhão,"Cascavel com o número ""3"" gravado. Culatra com marcas de peso: ""4-3-8"". Na faixa alta da culatra, a inscrição: ""O TENE CORONEL BARTOLOMEU DA COSTA EM LXA 1773"". O liso do ouvido apresenta furos rosqueados, provavelmente para colocação de um fecho. No primeiro reforço, a inscrição em relevo muito gasto: ""MANOEL GOM ____________ GN DA ART DO REINO"" e o brasão português. No segundo reforço, golfinhos pisciformes.",,MANOEL BARTOLOMEU DA COSTA,bronze,Portugal,1773,01 Caça e Guerra > 01.2 Arma,Regular,,37,153.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
818,15885,,Canhão,"Cascavel com local para parafuso de elevação, culatra com os números de peso ""7-1-24"". Faixa alta da culatra com a inscrição: ""LXA ARCENAL REAL DO EXERCITO 1783"". Ouvido com grão novo, sendo que o grão ainda apresenta a cabeça retangular, usada para aparafusá-lo no canal do ouvido. No primeiro reforço, letras ilegíveis e o brasão português, muito gasto. No segundo reforço, golfinhos pisciformes e munhões com reforço incipiente. No munhão direito, gravado ""No 117"".",,"Arsenal Real do Exército (Lisboa, Portugal)",bronze,Portugal,1783,01 Caça e Guerra > 01.2 Arma,Regular,,42,177.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
819,15884,,Canhão,"Cascavel com marca de peça de centragem de torno. Faixa alta da culatra com a inscrição em incavo: ""AUCTOR JOSE FRANCISCO BARRIGA"". No primeiro reforço, gravado em relevo, as letras ""PII"" sob uma coroa e a inscrição: ""ARSENAL DE GUERRA DA CÔRTE EM 1857"", tendo uma pequena marca de punção com os dizeres ""M.J.J.M. GRAV"". O corpo da arma tem um formato aproximadamente retangular com os ângulos adoçados, as molduras dos reforços são lisas, sem decorações.",,José Francisco Barriga,bronze,Brasil - Rio de Janeiro,1857,01 Caça e Guerra > 01.2 Arma,Regular,,36,130.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
820,15882,,Colubrina bastarda,"Cascavel em forma de golfinho na culatra, servindo de anel do vergueiro e tendo um furo na sua parte anterior (sinal de ter sido colocado em um aparelho de centragem em torno giratório, depois de sua fundição). Culatra plana com os números ""17-2-16"" em caracteres modernos. Ouvido com grão novo e sinais de ter sido ladeado por dois suportes de pranchada. No primeiro reforço, as seguintes inscrições: ""VLTIMA RATIO IVSTITIA""/ ""ESTA FVND FEZ O GNL DA ARTA DIOGO GOMES DE FIGVEYREDO SENDO TENENTE GNL DELLA NESTES REYNOS DE PORTVGAL LVIS GOMES DE OLIVEYRA ME FEZ LISBOA 1680"" e ""D PEDRO PRINCIPE DE PORTVGAL"". No segundo reforço, golfinhos pisciformes e as letras ""C.9"" com caracteres modernos. Bocal reforçado e torneado posteriormente à fundição.",,Luís Gomes de Oliveira,bronze,Portugal,1680,01 Caça e Guerra > 01.2 Arma,Regular,,48,273.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
821,15881,,Canhão,"Na faixa alta da culatra, as inscrições: ""Nº 2167 SEVILHA 24 DE DICEMBRE DE 1789"". No primeiro reforço, os números de peso ""10-__-16"". Ouvido com grão novo. Monograma ""RFIV"" em incavo. No segundo reforço, golfinhos geométricos. Há um furo roscado entre o golfinho e o munhão esquerdo e, entre os dois golfinhos, os caracteres (modernos): ""C. 9"". Gravado, de forma grosseira, no munhão direito: ""Po 1385"". Munhões com reforço, colocados à meia altura do canhão em relação à alma, no munhão esquerdo está gravado: ""COBRE DE MEXICO"". No liso da bolada, um listel com a inscrição ""ADIVINO"".",,,bronze,Espanha,1789,01 Caça e Guerra > 01.2 Arma,Regular,,50,200.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
822,15880,,Canhão,"Culatra com os números ""12-2-11"" gravados. Faixa alta da culatra com inscrição: ""O SARGTO MOR BARTOLOMEU DA COSTA EM LXA 1765"". No primeiro reforço, a inscrição em relevo ""MEL GOMES DE CARVO E SA THENE GNAL DA ARTA DO RNO"", brasão português com o nome ""JOSEPHUS I"". No segundo reforço, golfinhos pisciformes e no munhão direito a inscrição ""Nº 6"". Marcas de impacto de bala no liso da bolada e na boca.",,MANOEL BARTOLOMEU DA COSTA,bronze,Portugal,1765,01 Caça e Guerra > 01.2 Arma,Regular,,51,183.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
823,15495,,Canhão,"Faixa alta da culatra as inscrições: ""Nº 2350 SEVILHA 7 DE OCTOBRE DE 1790"". No primeiro reforço, os números de peso ""10-2-16"". Monograma ""RFIV"" em incavo. No segundo reforço, golfinhos geométricos. Há um furo roscado entre o golfinho e o munhão esquerdo e entre os dois golfinhos os caracteres modernos: ""C. 9"". Gravado, de forma grosseira, no munhão direito: ""Po 1370"". Munhões com reforço, colocados à meia altura do canhão em relação à alma, no munhão esquerdo está gravado: ""COBRE DE LIMA"". No liso da bolada, um listel com a inscrição ""TIBERIO"".",,,bronze,Espanha,1790,01 Caça e Guerra > 01.2 Arma,Regular,,50,200.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
824,15494,,Canhão,"Culatra que não foi torneada, sendo decorada com pontos feitos a buril. Faixa alta da culatra com a inscrição: ""ME FECIT ADRIANUS CRA ___ HAGAE ANNO 1736"" e cortada para criar um local para colocação de um fecho. Ouvido com local para pranchada. No primeiro reforço, o brasão português e a legenda ""IOANES V"". No segundo reforço, golfinhos em forma de dragão marítimo, tendo entre eles a marca de banco de prova de Amsterdã.",,Adrianus Crans,bronze,Holanda,1736,01 Caça e Guerra > 01.2 Arma,Regular,,40,246.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
825,15493,,Caronada,"Cascavel com furo vertical para colocação de parafuso elevatório e anel do vergueiro incorporado à parte dianteira. Culatra em forma de anéis, com três destes. No primeiro reforço, na parte inferior da arma, uma peça retangular com um orifício central para fixação ao reparo (sem munhões) e a inscrição muito apagada: ""983"". Na moldura que separa o primeiro reforço do liso da bolada, há uma massa de mira em ""V"".",,,ferro,Inglaterra,[1783-1840],01 Caça e Guerra > 01.2 Arma,Regular,,35,134.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
